booking_id,booking_ts,agency_id,user_id,product_type,route_type,origin_country,dest_country,lead_time_days,booking_value,passengers_count,payment_method,booking_status
B004407,2025-01-07 18:36:00,A0056,U00613,flight,domestic,AE,AE,6,251.68,2,card,failed
B004408,2025-02-14 11:59:00,A0123,U00275,hotel,international,IN,FR,12,2520.99,3,credit_line,confirmed
B004409,2025-11-12 01:22:00,A0081,U00100,flight,domestic,IN,IN,12,252.03,1,credit_line,confirmed
B004410,2025-05-02 02:20:00,A0168,U00018,flight,domestic,US,US,9,248.19,7,credit_line,confirmed
B004411,2025-03-15 07:21:00,A0127,U00584,flight,domestic,SG,SG,7,181.26,10,credit_line,confirmed
B004412,2025-09-05 15:00:00,A0054,U00049,flight,domestic,IN,IN,3,153.09,2,credit_line,confirmed
B004413,2025-01-12 11:33:00,A0024,U00478,flight,domestic,AE,AE,15,323.51,1,credit_line,confirmed
B004414,2025-12-29 11:30:00,A0107,U00033,hotel,international,IN,DE,86,1776.29,5,credit_line,confirmed
B004415,2025-03-09 15:37:00,A0143,U00549,flight,domestic,IN,IN,18,165.78,3,credit_line,confirmed
B004416,2025-09-04 20:22:00,A0189,U00452,package,international,AE,US,15,3185.53,3,credit_line,confirmed
B004417,2025-01-29 01:49:00,A0165,U00727,hotel,international,AE,UK,25,1186.6,6,card,confirmed
B004418,2025-11-05 23:42:00,A0080,U00525,package,international,IN,UK,65,1741.84,3,credit_line,confirmed
B004419,2025-08-31 00:12:00,A0049,U00087,hotel,domestic,AE,AE,3,106.51,6,credit_line,confirmed
B004420,2025-10-15 09:49:00,A0034,U00788,flight,international,IN,AE,3,1001.13,8,credit_line,confirmed
B004421,2025-10-02 12:44:00,A0072,U00567,flight,domestic,US,US,12,108.9,1,credit_line,confirmed
B004422,2025-08-19 07:07:00,A0153,U00225,flight,domestic,IN,IN,6,109.56,1,bank,confirmed
B004423,2025-04-11 07:24:00,A0055,U00092,package,international,IN,FR,66,1178.72,2,credit_line,confirmed
B004424,2025-10-27 05:38:00,A0101,U00269,flight,domestic,IN,IN,17,149.4,8,credit_line,confirmed
B004425,2025-11-17 03:35:00,A0059,U00108,flight,international,IN,IN,59,2498.13,1,credit_line,confirmed
B004426,2025-01-21 08:15:00,A0029,U00421,hotel,domestic,IN,IN,4,141.14,2,credit_line,confirmed
B004427,2025-11-15 23:29:00,A0153,U00156,package,domestic,IN,IN,1,261.64,1,credit_line,confirmed
B004428,2025-08-26 23:49:00,A0182,U00621,hotel,domestic,UK,UK,1,133.26,5,card,confirmed
B004429,2025-02-04 10:14:00,A0125,U00401,hotel,domestic,IN,IN,17,199.11,3,credit_line,confirmed
B004430,2025-09-10 05:31:00,A0005,U00245,flight,international,IN,IN,1,16262.08,2,credit_line,confirmed
B004431,2025-05-17 02:46:00,A0025,U00284,hotel,domestic,US,US,3,288.9,3,credit_line,confirmed
B004432,2025-01-21 21:06:00,A0104,U00554,flight,international,IN,US,79,3500.47,1,bank,pending
B004433,2025-05-29 18:21:00,A0010,U00114,hotel,international,UK,AE,66,628.73,5,card,confirmed
B004434,2025-04-08 05:37:00,A0139,U00499,flight,international,IN,FR,39,1950.29,1,credit_line,confirmed
B004435,2025-01-21 10:18:00,A0105,U00644,flight,international,IN,FR,65,3777.99,1,card,confirmed
B004436,2025-02-27 08:47:00,A0020,U00251,package,domestic,AE,AE,8,127.55,1,credit_line,confirmed
B004437,2025-10-12 23:06:00,A0126,U00757,flight,international,IN,AE,53,3459.41,1,credit_line,pending
B004438,2025-04-01 15:38:00,A0143,U00663,hotel,domestic,US,US,10,204.06,3,credit_line,confirmed
B004439,2025-05-29 09:39:00,A0187,U00287,hotel,domestic,IN,IN,4,188.15,3,credit_line,confirmed
B004440,2025-05-28 13:05:00,A0044,U00730,hotel,international,AE,IN,85,1106.25,1,credit_line,confirmed
B004441,2025-10-29 19:30:00,A0126,U00757,flight,domestic,SG,SG,5,171.87,3,credit_line,confirmed
B004442,2025-12-17 09:48:00,A0063,U00374,flight,international,IN,DE,28,606.74,2,credit_line,confirmed
B004443,2025-06-28 19:10:00,A0060,U00680,hotel,domestic,UK,UK,4,145.48,7,credit_line,confirmed
B004444,2025-09-09 09:01:00,A0099,U00416,hotel,domestic,AE,AE,1,649.16,3,credit_line,confirmed
B004445,2025-05-29 00:41:00,A0151,U00118,flight,domestic,UK,UK,12,91.4,2,credit_line,confirmed
B004446,2025-07-14 03:08:00,A0139,U00404,flight,domestic,UK,UK,1,220.72,1,bank,confirmed
B004447,2025-01-10 03:16:00,A0073,U00204,flight,international,IN,US,82,1268.15,2,credit_line,confirmed
B004448,2025-11-08 16:34:00,A0122,U00028,package,international,AE,UK,79,1214.88,1,card,confirmed
B004449,2025-02-04 17:19:00,A0074,U00237,flight,domestic,IN,IN,13,129.18,3,credit_line,confirmed
B004450,2025-10-10 15:21:00,A0047,U00700,flight,domestic,IN,IN,9,77.24,2,credit_line,confirmed
B004451,2025-05-05 14:31:00,A0029,U00421,hotel,domestic,IN,IN,10,233.57,1,bank,confirmed
B004452,2025-12-03 03:03:00,A0039,U00174,flight,international,US,UK,43,877.38,1,card,confirmed
B004453,2025-07-12 05:58:00,A0047,U00247,package,domestic,IN,IN,1,210.01,9,credit_line,confirmed
B004454,2025-05-11 18:22:00,A0108,U00150,flight,international,IN,US,44,824.24,1,credit_line,confirmed
B004455,2025-01-23 18:39:00,A0082,U00257,flight,international,IN,DE,33,1866.96,2,bank,confirmed
B004456,2025-04-09 18:28:00,A0155,U00334,flight,international,IN,UK,31,1285.8,5,credit_line,confirmed
B004457,2025-07-30 06:29:00,A0086,U00527,flight,domestic,IN,IN,16,221.76,3,card,confirmed
B004458,2025-11-09 15:18:00,A0143,U00107,flight,international,IN,FR,62,1858.12,2,credit_line,confirmed
B004459,2025-08-24 22:38:00,A0153,U00007,flight,domestic,IN,IN,1,200.98,3,credit_line,confirmed
B004460,2025-06-04 15:26:00,A0100,U00352,flight,international,IN,TH,46,802.68,1,credit_line,confirmed
B004461,2025-04-03 15:07:00,A0025,U00284,hotel,international,SG,DE,11,2337.14,2,credit_line,confirmed
B004462,2025-06-08 13:39:00,A0166,U00449,flight,domestic,US,US,12,555.45,1,credit_line,confirmed
B004463,2025-01-09 15:00:00,A0122,U00480,package,domestic,IN,IN,15,245.67,1,credit_line,confirmed
B004464,2025-07-14 18:16:00,A0181,U00036,hotel,international,UK,US,11,223.92,1,credit_line,confirmed
B004465,2025-07-30 00:45:00,A0008,U00098,flight,international,IN,DE,75,770.55,4,bank,confirmed
B004466,2025-06-24 23:45:00,A0062,U00178,flight,international,UK,AE,13,1167.15,3,credit_line,confirmed
B004467,2025-02-02 14:52:00,A0082,U00131,flight,domestic,IN,IN,12,161.87,1,credit_line,confirmed
B004468,2025-02-26 03:33:00,A0189,U00452,flight,domestic,UK,UK,16,84.76,2,card,confirmed
B004469,2025-02-27 07:04:00,A0060,U00479,flight,international,US,TH,53,816.83,1,card,pending
B004470,2025-03-26 06:53:00,A0194,U00543,flight,domestic,UK,UK,4,196.46,4,credit_line,pending
B004471,2025-08-20 04:44:00,A0037,U00199,hotel,domestic,UK,UK,9,224.45,2,credit_line,confirmed
B004472,2025-10-22 13:05:00,A0076,U00710,flight,domestic,AE,AE,15,198.11,1,credit_line,confirmed
B004473,2025-09-13 23:22:00,A0172,U00552,flight,domestic,IN,IN,5,123.07,4,card,confirmed
B004474,2025-12-20 22:12:00,A0057,U00015,flight,domestic,SG,SG,11,101.39,8,credit_line,confirmed
B004475,2025-08-15 05:24:00,A0106,U00012,hotel,domestic,IN,IN,18,151.51,2,credit_line,confirmed
B004476,2025-10-08 10:37:00,A0174,U00413,flight,international,IN,IN,1,21746.01,4,credit_line,confirmed
B004477,2025-03-23 19:01:00,A0105,U00614,hotel,international,AE,FR,10,1772.66,1,credit_line,confirmed
B004478,2025-12-31 18:21:00,A0079,U00408,flight,international,SG,UK,48,609.33,4,credit_line,confirmed
B004479,2025-06-16 19:30:00,A0149,U00041,package,domestic,IN,IN,13,218.06,8,credit_line,confirmed
B004480,2025-03-14 20:39:00,A0098,U00312,flight,domestic,SG,SG,16,192.74,3,credit_line,confirmed
B004481,2025-01-26 18:17:00,A0029,U00414,package,domestic,SG,SG,16,160.72,1,credit_line,confirmed
B004482,2025-03-26 07:23:00,A0016,U00159,hotel,international,IN,US,87,1708.61,3,credit_line,confirmed
B004483,2025-03-04 18:57:00,A0139,U00499,flight,international,IN,DE,25,990.25,5,credit_line,confirmed
B004484,2025-11-04 04:49:00,A0172,U00766,flight,international,US,UK,72,2574.94,2,credit_line,confirmed
B004485,2025-04-01 06:57:00,A0058,U00447,flight,international,US,FR,14,2124.74,3,credit_line,confirmed
B004486,2025-11-14 18:22:00,A0139,U00286,package,domestic,IN,IN,2,137.44,1,credit_line,confirmed
B004487,2025-04-09 14:43:00,A0134,U00734,hotel,domestic,IN,IN,3,470.75,2,credit_line,confirmed
B004488,2025-02-02 13:44:00,A0098,U00081,flight,domestic,IN,IN,1,66.86,1,credit_line,confirmed
B004489,2025-02-06 08:00:00,A0062,U00178,flight,international,IN,DE,61,3636.57,5,credit_line,confirmed
B004490,2025-07-23 13:44:00,A0150,U00387,flight,domestic,IN,IN,15,428.6,1,credit_line,confirmed
B004491,2025-03-08 05:01:00,A0077,U00224,hotel,international,US,DE,30,656.08,1,credit_line,confirmed
B004492,2025-08-31 21:40:00,A0177,U00641,hotel,international,US,UK,17,1095.68,2,credit_line,confirmed
B004493,2025-05-12 21:27:00,A0161,U00158,flight,international,UK,US,85,647.05,2,bank,confirmed
B004494,2025-06-13 02:09:00,A0145,U00795,flight,domestic,IN,IN,12,154.89,6,bank,confirmed
B004495,2025-12-31 02:26:00,A0114,U00302,flight,domestic,IN,IN,14,425.38,1,card,confirmed
B004496,2025-04-02 14:50:00,A0096,U00783,flight,international,AE,TH,56,1204.78,4,credit_line,confirmed
B004497,2025-10-19 02:48:00,A0041,U00519,flight,domestic,SG,SG,6,65.12,3,card,confirmed
B004498,2025-10-23 16:36:00,A0088,U00221,flight,domestic,IN,IN,14,299.49,3,credit_line,confirmed
B004499,2025-08-20 07:00:00,A0159,U00628,flight,international,SG,IN,56,1540.32,1,card,confirmed
B004500,2025-05-30 16:03:00,A0084,U00684,package,international,UK,US,61,618.43,2,credit_line,confirmed
B004501,2025-06-14 11:27:00,A0039,U00761,hotel,domestic,UK,UK,18,471.85,2,credit_line,confirmed
B004502,2025-04-11 00:15:00,A0024,U00456,package,international,AE,AE,81,2103.24,3,credit_line,failed
B004503,2025-12-11 17:03:00,A0077,U00354,flight,domestic,UK,UK,2,167.74,2,credit_line,confirmed
B004504,2025-03-13 01:42:00,A0088,U00518,hotel,domestic,IN,IN,16,229.32,8,credit_line,confirmed
B004505,2025-12-26 22:47:00,A0186,U00656,hotel,domestic,SG,SG,14,401.14,1,card,confirmed
B004506,2025-07-15 03:00:00,A0062,U00679,flight,international,IN,DE,19,1945.06,2,card,pending
B004507,2025-12-13 22:24:00,A0196,U00380,flight,domestic,IN,IN,4,88.23,3,credit_line,confirmed
B004508,2025-08-21 03:42:00,A0109,U00062,hotel,domestic,IN,IN,6,133.55,2,credit_line,confirmed
B004509,2025-12-26 15:52:00,A0172,U00476,package,domestic,IN,IN,12,68.52,7,credit_line,confirmed
B004510,2025-09-26 14:44:00,A0044,U00606,flight,international,US,UK,22,1169.3,5,card,confirmed
B004511,2025-03-28 06:21:00,A0033,U00535,flight,international,IN,AE,1,23142.45,5,credit_line,confirmed
B004512,2025-06-23 01:42:00,A0120,U00263,hotel,domestic,US,US,3,211.74,3,credit_line,confirmed
B004513,2025-02-23 16:38:00,A0148,U00381,package,domestic,IN,IN,1,312.47,2,credit_line,confirmed
B004514,2025-08-19 18:26:00,A0046,U00483,hotel,domestic,IN,IN,14,184.42,2,card,confirmed
B004515,2025-10-17 08:16:00,A0114,U00302,flight,domestic,AE,AE,8,99.22,1,card,confirmed
B004516,2025-08-07 15:36:00,A0046,U00220,flight,international,IN,IN,12,1293.73,7,credit_line,confirmed
B004517,2025-09-16 03:22:00,A0007,U00575,flight,domestic,SG,SG,12,226.99,1,credit_line,confirmed
B004518,2025-12-23 23:01:00,A0143,U00205,hotel,international,IN,IN,87,2423.34,4,credit_line,confirmed
B004519,2025-04-26 08:03:00,A0055,U00790,hotel,domestic,UK,UK,10,137.85,1,credit_line,confirmed
B004520,2025-12-30 06:19:00,A0097,U00533,flight,domestic,IN,IN,4,263.61,2,credit_line,confirmed
B004521,2025-04-26 00:00:00,A0109,U00110,flight,domestic,AE,AE,5,105.95,2,credit_line,confirmed
B004522,2025-11-09 12:47:00,A0013,U00168,package,domestic,IN,IN,8,120.19,1,credit_line,confirmed
B004523,2025-10-17 09:24:00,A0061,U00555,hotel,international,UK,TH,88,3016.72,1,credit_line,confirmed
B004524,2025-02-17 18:12:00,A0133,U00714,package,international,SG,US,41,4684.01,1,credit_line,confirmed
B004525,2025-04-17 11:54:00,A0159,U00350,flight,domestic,IN,IN,16,131.83,9,credit_line,pending
B004526,2025-11-21 14:32:00,A0175,U00787,hotel,domestic,IN,IN,9,377.44,6,credit_line,confirmed
B004527,2025-04-09 21:32:00,A0187,U00135,hotel,domestic,SG,SG,11,291.37,1,credit_line,confirmed
B004528,2025-09-07 03:33:00,A0131,U00659,flight,domestic,US,US,3,152.4,1,credit_line,confirmed
B004529,2025-08-31 05:07:00,A0108,U00150,package,international,IN,SG,3,1265.28,2,credit_line,failed
B004530,2025-09-15 11:14:00,A0053,U00602,flight,international,UK,UK,71,1870.11,1,credit_line,confirmed
B004531,2025-02-27 15:55:00,A0117,U00495,hotel,domestic,AE,AE,6,281.02,1,card,confirmed
B004532,2025-10-13 17:56:00,A0006,U00316,package,domestic,AE,AE,1,420.0,4,credit_line,pending
B004533,2025-02-07 20:35:00,A0047,U00437,flight,domestic,US,US,13,119.84,1,credit_line,confirmed
B004534,2025-03-18 00:06:00,A0126,U00636,hotel,international,SG,FR,65,2358.18,8,credit_line,confirmed
B004535,2025-02-11 12:29:00,A0061,U00069,flight,domestic,UK,UK,3,301.94,3,card,confirmed
B004536,2025-01-23 08:31:00,A0011,U00516,hotel,domestic,AE,AE,6,451.87,5,credit_line,confirmed
B004537,2025-04-27 01:16:00,A0076,U00280,hotel,domestic,IN,IN,8,166.89,3,credit_line,confirmed
B004538,2025-12-17 11:43:00,A0199,U00372,hotel,domestic,SG,SG,4,371.36,2,credit_line,confirmed
B004539,2025-05-28 04:45:00,A0128,U00770,hotel,domestic,US,US,6,445.63,2,bank,confirmed
B004540,2025-11-05 17:10:00,A0139,U00702,flight,international,UK,IN,49,1611.85,1,credit_line,confirmed
B004541,2025-03-21 02:37:00,A0094,U00627,flight,international,IN,SG,31,1556.68,3,card,confirmed
B004542,2025-02-13 22:25:00,A0011,U00222,flight,domestic,IN,IN,7,200.16,1,credit_line,confirmed
B004543,2025-12-31 14:07:00,A0114,U00565,hotel,domestic,AE,AE,16,319.56,1,card,confirmed
B004544,2025-05-29 23:14:00,A0031,U00016,flight,international,AE,DE,5,2782.84,1,credit_line,confirmed
B004545,2025-04-02 18:21:00,A0189,U00088,hotel,international,IN,SG,19,1984.14,1,credit_line,confirmed
B004546,2025-02-20 21:25:00,A0088,U00497,flight,domestic,IN,IN,13,287.63,2,credit_line,confirmed
B004547,2025-07-11 00:39:00,A0168,U00148,hotel,international,UK,TH,85,868.1,5,card,confirmed
B004548,2025-12-11 17:27:00,A0199,U00116,flight,international,UK,DE,86,880.29,1,bank,confirmed
B004549,2025-09-28 00:31:00,A0119,U00551,hotel,domestic,UK,UK,7,102.42,2,card,confirmed
B004550,2025-10-20 11:13:00,A0099,U00416,hotel,domestic,US,US,15,609.61,2,card,confirmed
B004551,2025-07-14 22:04:00,A0093,U00708,package,international,IN,DE,66,1038.51,2,credit_line,confirmed
B004552,2025-02-24 08:43:00,A0184,U00434,hotel,international,US,FR,28,2101.61,1,credit_line,confirmed
B004553,2025-11-23 16:49:00,A0072,U00230,hotel,domestic,SG,SG,1,118.1,2,card,confirmed
B004554,2025-04-12 14:13:00,A0084,U00684,package,domestic,US,US,15,153.26,2,credit_line,confirmed
B004555,2025-08-09 02:05:00,A0017,U00089,hotel,domestic,IN,IN,4,104.94,5,credit_line,confirmed
B004556,2025-07-17 20:53:00,A0179,U00079,flight,international,IN,DE,60,771.46,1,credit_line,confirmed
B004557,2025-11-08 23:19:00,A0067,U00309,hotel,domestic,UK,UK,14,209.01,4,card,confirmed
B004558,2025-10-24 06:16:00,A0011,U00516,hotel,domestic,US,US,5,239.1,4,credit_line,confirmed
B004559,2025-05-04 21:08:00,A0058,U00340,flight,international,UK,DE,51,1381.49,6,card,confirmed
B004560,2025-11-06 05:18:00,A0181,U00203,hotel,domestic,UK,UK,15,129.25,6,credit_line,confirmed
B004561,2025-03-22 01:50:00,A0103,U00186,hotel,international,IN,SG,11,1184.89,4,bank,pending
B004562,2025-11-19 19:05:00,A0099,U00664,package,domestic,UK,UK,16,327.5,7,credit_line,confirmed
B004563,2025-04-13 15:36:00,A0164,U00399,package,domestic,UK,UK,14,375.57,1,credit_line,confirmed
B004564,2025-11-22 21:51:00,A0121,U00522,flight,domestic,UK,UK,15,293.58,1,card,confirmed
B004565,2025-05-10 13:49:00,A0015,U00419,flight,international,SG,US,89,1669.95,1,credit_line,confirmed
B004566,2025-03-10 05:11:00,A0148,U00231,flight,international,IN,UK,57,1101.68,5,credit_line,confirmed
B004567,2025-11-21 09:53:00,A0184,U00218,flight,domestic,SG,SG,19,138.59,1,credit_line,confirmed
B004568,2025-12-14 16:02:00,A0072,U00498,hotel,international,AE,US,17,1273.75,4,credit_line,confirmed
B004569,2025-10-21 07:36:00,A0014,U00671,flight,international,US,IN,39,1497.65,2,credit_line,confirmed
B004570,2025-08-07 21:59:00,A0098,U00050,hotel,domestic,SG,SG,15,349.42,4,credit_line,confirmed
B004571,2025-06-03 13:20:00,A0048,U00324,hotel,domestic,SG,SG,13,143.09,5,credit_line,confirmed
B004572,2025-01-24 08:45:00,A0098,U00050,hotel,domestic,US,US,19,114.87,3,card,confirmed
B004573,2025-01-15 16:59:00,A0078,U00739,flight,domestic,IN,IN,18,68.33,9,credit_line,confirmed
B004574,2025-06-30 13:25:00,A0145,U00464,flight,domestic,IN,IN,4,362.52,3,credit_line,confirmed
B004575,2025-05-28 17:18:00,A0055,U00597,flight,domestic,SG,SG,18,187.29,1,credit_line,confirmed
B004576,2025-06-11 00:59:00,A0061,U00555,flight,domestic,IN,IN,4,84.14,9,credit_line,confirmed
B004577,2025-08-02 12:15:00,A0111,U00733,package,domestic,IN,IN,16,145.85,3,credit_line,confirmed
B004578,2025-09-06 06:45:00,A0196,U00380,hotel,domestic,US,US,14,135.28,2,credit_line,confirmed
B004579,2025-04-29 03:10:00,A0072,U00461,flight,domestic,AE,AE,14,150.83,2,credit_line,confirmed
B004580,2025-11-08 19:11:00,A0168,U00148,hotel,domestic,IN,IN,7,281.92,4,credit_line,confirmed
B004581,2025-07-30 01:16:00,A0045,U00772,flight,domestic,IN,IN,13,111.62,4,credit_line,confirmed
B004582,2025-02-01 21:00:00,A0032,U00509,hotel,international,IN,DE,20,2301.15,5,credit_line,confirmed
B004583,2025-06-03 13:41:00,A0179,U00752,flight,domestic,AE,AE,10,137.49,1,credit_line,confirmed
B004584,2025-03-30 02:21:00,A0164,U00651,hotel,domestic,IN,IN,13,129.66,7,credit_line,confirmed
B004585,2025-04-28 11:33:00,A0011,U00516,flight,domestic,US,US,6,105.55,1,credit_line,confirmed
B004586,2025-04-19 10:11:00,A0139,U00702,flight,domestic,AE,AE,11,189.16,2,credit_line,confirmed
B004587,2025-11-12 17:13:00,A0026,U00039,flight,international,IN,DE,55,1599.55,1,credit_line,pending
B004588,2025-10-25 07:45:00,A0158,U00793,flight,domestic,IN,IN,11,159.16,2,credit_line,confirmed
B004589,2025-05-20 16:41:00,A0177,U00190,hotel,domestic,SG,SG,19,193.25,3,credit_line,confirmed
B004590,2025-07-06 13:42:00,A0042,U00669,flight,domestic,IN,IN,17,172.43,2,credit_line,confirmed
B004591,2025-04-28 18:03:00,A0195,U00704,hotel,domestic,AE,AE,3,324.96,1,bank,confirmed
B004592,2025-04-07 12:58:00,A0044,U00730,hotel,domestic,US,US,1,176.28,2,credit_line,confirmed
B004593,2025-12-31 12:18:00,A0026,U00743,hotel,domestic,IN,IN,16,207.08,2,credit_line,confirmed
B004594,2025-11-18 13:34:00,A0097,U00623,hotel,domestic,IN,IN,12,469.02,6,credit_line,confirmed
B004595,2025-07-25 20:55:00,A0174,U00413,flight,international,UK,AE,1,14243.92,2,credit_line,confirmed
B004596,2025-03-29 18:59:00,A0113,U00799,flight,domestic,IN,IN,18,126.99,2,card,confirmed
B004597,2025-06-10 07:22:00,A0053,U00466,package,domestic,IN,IN,3,426.67,6,credit_line,confirmed
B004598,2025-11-25 18:08:00,A0045,U00328,hotel,domestic,IN,IN,8,117.29,5,credit_line,confirmed
B004599,2025-06-13 14:52:00,A0064,U00504,hotel,international,US,IN,36,2127.6,1,credit_line,confirmed
B004600,2025-06-18 19:35:00,A0179,U00642,hotel,domestic,US,US,16,531.62,2,credit_line,confirmed
B004601,2025-12-30 06:31:00,A0027,U00469,flight,domestic,IN,IN,15,280.14,4,card,confirmed
B004602,2025-08-29 12:16:00,A0056,U00613,hotel,domestic,AE,AE,2,197.06,3,credit_line,confirmed
B004603,2025-06-23 22:00:00,A0089,U00105,package,domestic,IN,IN,16,71.73,4,credit_line,confirmed
B004604,2025-01-30 20:14:00,A0022,U00580,flight,domestic,SG,SG,10,145.69,1,card,confirmed
B004605,2025-12-10 20:42:00,A0047,U00437,hotel,international,IN,DE,56,891.91,2,credit_line,confirmed
B004606,2025-08-02 20:47:00,A0188,U00586,flight,domestic,IN,IN,19,136.37,3,credit_line,pending
B004607,2025-09-08 16:47:00,A0115,U00655,flight,international,UK,US,72,1353.79,2,credit_line,confirmed
B004608,2025-11-21 17:33:00,A0064,U00504,hotel,domestic,IN,IN,10,231.79,2,credit_line,confirmed
B004609,2025-05-31 14:46:00,A0079,U00377,hotel,international,IN,SG,54,307.11,4,credit_line,confirmed
B004610,2025-02-16 13:58:00,A0093,U00708,hotel,domestic,UK,UK,1,80.71,2,credit_line,confirmed
B004611,2025-04-10 23:37:00,A0118,U00390,package,domestic,UK,UK,7,388.77,3,credit_line,confirmed
B004612,2025-12-23 22:34:00,A0076,U00280,flight,international,SG,UK,22,1065.64,1,credit_line,confirmed
B004613,2025-03-14 00:11:00,A0027,U00460,hotel,domestic,US,US,11,142.18,2,credit_line,confirmed
B004614,2025-06-01 12:11:00,A0038,U00767,flight,international,AE,US,15,1651.98,1,credit_line,pending
B004615,2025-05-22 03:31:00,A0061,U00069,flight,domestic,IN,IN,1,388.17,10,credit_line,confirmed
B004616,2025-07-09 20:30:00,A0134,U00578,flight,international,IN,UK,68,441.29,3,credit_line,confirmed
B004617,2025-07-03 18:02:00,A0127,U00582,hotel,domestic,IN,IN,2,100.0,1,credit_line,confirmed
B004618,2025-12-27 12:41:00,A0082,U00131,flight,international,IN,TH,86,962.19,1,credit_line,confirmed
B004619,2025-05-12 15:39:00,A0047,U00112,hotel,domestic,AE,AE,8,413.62,1,credit_line,confirmed
B004620,2025-01-05 04:28:00,A0072,U00129,hotel,domestic,IN,IN,14,496.65,3,credit_line,confirmed
B004621,2025-06-13 01:43:00,A0194,U00163,flight,international,IN,US,57,1386.81,2,credit_line,confirmed
B004622,2025-03-24 19:27:00,A0038,U00289,hotel,international,IN,AE,40,1754.9,2,credit_line,confirmed
B004623,2025-08-07 02:05:00,A0084,U00489,flight,domestic,IN,IN,5,141.68,3,credit_line,confirmed
B004624,2025-06-10 15:24:00,A0057,U00015,flight,domestic,SG,SG,3,190.47,3,credit_line,confirmed
B004625,2025-12-13 22:52:00,A0008,U00778,hotel,domestic,IN,IN,18,201.77,3,credit_line,confirmed
B004626,2025-07-10 15:07:00,A0084,U00571,flight,domestic,IN,IN,10,105.67,1,credit_line,confirmed
B004627,2025-02-14 07:24:00,A0094,U00711,hotel,domestic,US,US,4,236.35,5,credit_line,confirmed
B004628,2025-03-21 11:13:00,A0176,U00492,hotel,international,UK,TH,72,2204.03,1,credit_line,confirmed
B004629,2025-02-03 17:04:00,A0022,U00379,flight,domestic,AE,AE,18,284.95,3,credit_line,confirmed
B004630,2025-01-01 03:09:00,A0055,U00790,hotel,domestic,AE,AE,13,118.73,1,card,confirmed
B004631,2025-06-24 20:08:00,A0134,U00734,flight,international,SG,FR,37,897.89,4,credit_line,confirmed
B004632,2025-01-06 04:42:00,A0022,U00429,flight,domestic,IN,IN,14,155.87,4,credit_line,confirmed
B004633,2025-12-02 15:04:00,A0098,U00312,flight,domestic,IN,IN,19,235.58,1,bank,confirmed
B004634,2025-12-31 15:27:00,A0169,U00325,flight,international,SG,IN,50,1539.16,2,credit_line,confirmed
B004635,2025-10-07 23:10:00,A0022,U00429,flight,international,IN,TH,4,2862.62,3,credit_line,confirmed
B004636,2025-08-11 00:22:00,A0145,U00025,package,international,IN,AE,24,1508.69,1,credit_line,confirmed
B004637,2025-08-12 04:07:00,A0012,U00355,flight,international,IN,TH,60,3066.19,1,credit_line,confirmed
B004638,2025-07-30 21:40:00,A0109,U00062,hotel,domestic,IN,IN,11,404.17,2,credit_line,confirmed
B004639,2025-10-07 22:45:00,A0037,U00296,flight,domestic,US,US,17,144.77,6,credit_line,confirmed
B004640,2025-03-05 12:27:00,A0107,U00327,flight,international,IN,FR,1,1433.69,1,credit_line,confirmed
B004641,2025-01-31 05:58:00,A0191,U00333,flight,domestic,IN,IN,19,181.39,2,credit_line,confirmed
B004642,2025-06-01 23:45:00,A0068,U00267,hotel,domestic,SG,SG,18,270.69,4,card,confirmed
B004643,2025-10-20 12:29:00,A0108,U00150,flight,international,AE,TH,12,1905.22,1,credit_line,confirmed
B004644,2025-03-13 12:58:00,A0051,U00605,flight,international,AE,UK,9,1889.25,1,credit_line,confirmed
B004645,2025-04-17 21:47:00,A0119,U00777,flight,domestic,IN,IN,8,194.42,3,credit_line,confirmed
B004646,2025-06-03 16:45:00,A0165,U00727,hotel,international,AE,IN,63,1473.2,8,credit_line,confirmed
B004647,2025-01-25 17:27:00,A0009,U00559,flight,international,UK,DE,44,4325.79,2,card,confirmed
B004648,2025-02-12 20:04:00,A0039,U00761,hotel,international,IN,TH,76,1015.95,4,card,confirmed
B004649,2025-10-26 06:17:00,A0124,U00215,flight,international,IN,AE,87,981.19,1,credit_line,confirmed
B004650,2025-01-08 00:21:00,A0096,U00643,hotel,domestic,US,US,19,135.79,3,card,confirmed
B004651,2025-04-14 23:03:00,A0003,U00583,flight,international,IN,SG,8,2043.92,1,credit_line,confirmed
B004652,2025-10-26 16:06:00,A0160,U00345,flight,international,IN,SG,11,1757.35,3,credit_line,confirmed
B004653,2025-10-19 23:11:00,A0088,U00208,flight,international,IN,UK,41,1413.94,2,credit_line,confirmed
B004654,2025-01-14 08:15:00,A0027,U00014,package,international,IN,SG,5,967.72,1,card,confirmed
B004655,2025-02-23 10:29:00,A0183,U00149,flight,domestic,IN,IN,7,230.47,2,credit_line,confirmed
B004656,2025-05-26 07:09:00,A0034,U00788,package,domestic,IN,IN,10,275.37,3,credit_line,confirmed
B004657,2025-10-08 08:47:00,A0028,U00690,flight,domestic,IN,IN,19,112.72,6,credit_line,pending
B004658,2025-12-07 23:07:00,A0154,U00026,flight,international,IN,UK,23,2005.9,6,credit_line,confirmed
B004659,2025-12-31 10:54:00,A0057,U00719,flight,international,IN,IN,2,599.57,7,credit_line,confirmed
B004660,2025-12-21 15:51:00,A0179,U00517,flight,domestic,UK,UK,19,576.31,5,credit_line,confirmed
