,is_vpn_or_proxy,device_switch_flag,avg_logins_per_day,failed_login_ratio
B003522,0.0,0.0,0.0,0.011293054771315642
B003523,0.0,0.0,0.12428694900605013,0.07735742518351214
B003524,0.0,0.0,0.09559204840103716,0.06267645398080181
B003525,0.0,0.0,0.018150388936905792,0.07679277244494637
B003526,0.0,0.0,0.10492653414001729,0.10822510822510822
B003527,0.0,0.0,0.20864304235090753,0.06361754187841145
B003528,0.0,0.0,0.1076923076923077,0.04968944099378882
B003529,0.0,0.0,0.06949006050129644,0.04893657067570111
B003530,0.0,0.0,0.07726879861711322,0.022397891963109356
B003531,0.0,0.0,0.21503889369057907,0.02277432712215321
B003532,0.0,0.0,0.04753673292999135,0.05006587615283267
B003533,0.0,0.0,0.23906655142610198,0.11104837191793715
B003534,0.0,0.0,0.09040622299049265,0.051948051948051945
B003535,0.0,0.0,0.15695764909248056,0.0
B003536,0.0,0.0,0.03647363872082973,0.06342932429888952
B003537,0.0,0.0,0.1076923076923077,0.04968944099378882
B003538,0.0,0.0,0.08020743301642178,0.1168831168831169
B003539,0.0,0.0,0.35505617977528087,0.28533785055524186
B003540,0.0,0.0,0.11045808124459809,0.20534537925842275
B003541,0.0,0.0,0.31961970613656004,0.6325992847731978
B003542,0.0,0.0,0.16974935177182368,0.06700545830980614
B003543,0.0,0.0,0.12411408815903197,0.042725390551477505
B003544,0.0,0.0,0.08107173725151254,0.06192358366271411
B003545,0.0,0.0,0.05721694036300778,0.0007528703180877095
B003546,1.0,0.0,0.26464995678478825,0.779785431959345
B003547,0.0,0.0,0.09766637856525498,0.026726896292113684
B003548,0.0,1.0,0.3977528089887641,0.16901938641069078
B003549,0.0,0.0,0.0,0.12252964426877472
B003550,0.0,0.0,0.0,0.13175230566534915
B003551,0.0,0.0,0.17424373379429559,0.05571240353849049
B003552,0.0,0.0,0.15695764909248056,0.06041784302653869
B003553,0.0,0.0,0.0,0.016186711838885752
B003554,0.0,0.0,0.0909248055315471,0.003764351590438546
B003555,0.0,1.0,0.8499567847882454,0.11368341803124413
B003556,0.0,0.0,0.10924805531547105,0.11048371917937136
B003557,0.0,0.0,0.19429559204840102,0.14549218897044985
B003558,0.0,0.0,0.1372515125324114,0.08921513269339357
B003559,0.0,0.0,0.09472774416594641,0.09373235460191982
B003560,0.0,0.0,0.1529818496110631,0.14492753623188406
B003561,0.0,0.0,0.14796888504753675,0.03801995106342932
B003562,0.0,0.0,0.20224719101123595,0.04121964991530209
B003563,0.0,0.0,0.12117545375972341,0.08996800301148128
B003564,0.0,0.0,0.0891961970613656,0.18558253340862038
B003565,0.0,0.0,0.12307692307692307,0.010540184453227932
B003566,0.0,0.0,0.1863439930855661,0.2828910220214568
B003567,0.0,0.0,0.00881590319792567,0.024656502917372484
B003568,0.0,0.0,0.19118409680207432,0.02559759081498212
B003569,0.0,0.0,0.0926534140017286,0.06286467156032373
B003570,0.0,0.0,0.12549697493517717,0.0956145303971391
B003571,0.0,0.0,0.0860847018150389,0.24825898738942215
B003572,0.0,0.0,0.1853068280034572,0.2277432712215321
B003573,0.0,1.0,0.4271391529818496,1.0
B003574,0.0,0.0,0.0878133102852204,0.12121212121212122
B003575,0.0,0.0,0.13223854796888504,0.10370788631658198
B003576,0.0,0.0,0.1139152981849611,0.06418219461697723
B003577,0.0,0.0,0.14312878133102852,0.08375682288725768
B003578,0.0,0.0,0.05324114088159032,0.024656502917372484
B003579,0.0,0.0,0.13050993949870354,0.07660455486542443
B003580,0.0,0.0,0.07571305099394987,0.14473931865236211
B003581,0.0,0.0,0.15522904062229906,0.07547524938829288
B003582,0.0,0.0,0.10025929127052723,0.1596085074345944
B003583,1.0,1.0,0.19965427830596372,0.9113495200451721
B003584,0.0,0.0,0.04338807260155574,0.07095802747976662
B003585,0.0,0.0,0.11581676750216076,0.14850367024280067
B003586,0.0,0.0,0.12013828867761452,0.06493506493506494
B003587,0.0,0.0,0.10544511668107173,0.0922266139657444
B003588,0.0,0.0,0.030077787381158166,0.06813476378693771
B003589,0.0,0.0,0.10302506482281763,0.1590438546960286
B003590,0.0,0.0,0.07847882454624028,0.06380575945793338
B003591,0.0,0.0,0.08193604148660329,0.0018821757952192735
B003592,0.0,0.0,0.09420916162489196,0.02352719744024092
B003593,0.0,0.0,0.1979256698357822,0.12610577827969133
B003594,0.0,0.0,0.11374243733794295,0.07039337474120083
B003595,0.0,0.0,0.10648228176318064,0.0702051571616789
B003596,0.0,0.0,0.019706136560069143,0.025785808394504048
B003597,0.0,0.0,0.054624027657735524,0.03256164125729343
B003598,0.0,0.0,0.16819360414866033,0.002070393374741201
B003599,0.0,0.0,0.0891961970613656,0.04027856201769245
B003600,0.0,0.0,0.09178910976663784,0.14737436476566912
B003601,0.0,0.0,0.11668107173725151,0.10276679841897234
B003602,0.0,0.0,0.0891961970613656,0.18558253340862038
B003603,0.0,0.0,0.1108038029386344,0.056841709015622056
B003604,0.0,0.0,0.06707000864304234,0.016751364577451536
B003605,0.0,0.0,0.10803802938634399,0.0956145303971391
B003606,0.0,0.0,0.0,0.12252964426877472
B003607,0.0,0.0,0.0,0.016186711838885752
B003608,0.0,0.0,0.05324114088159032,0.18144174665913795
B003609,0.0,0.0,0.0651685393258427,0.021080368906455864
B003610,0.0,0.0,0.09835782195332758,0.17843026538678713
B003611,0.0,0.0,0.05548833189282627,0.10464897421419161
B003612,0.0,0.0,0.06084701815038893,0.016939582156973464
B003613,0.0,0.0,0.14312878133102852,0.08375682288725768
B003614,0.0,0.0,0.06499567847882454,0.12892904197252025
B003615,0.0,0.0,0.0,0.08206286467156032
B003616,0.0,0.0,0.11339671564390665,0.034443817052512704
B003617,0.0,0.0,0.042523768366464994,0.1637492941840768
B003618,0.0,0.0,0.0651685393258427,0.021080368906455864
B003619,0.0,0.0,0.09403630077787381,0.051948051948051945
B003620,0.0,0.0,0.05548833189282627,0.1093544137022398
B003621,0.0,0.0,0.0442523768366465,0.016186711838885752
B003622,0.0,0.0,0.111495246326707,0.039713909279126665
B003623,0.0,0.0,0.07726879861711322,0.022397891963109356
B003624,0.0,0.0,0.1512532411408816,0.14850367024280067
B003625,0.0,0.0,0.04615384615384615,0.047430830039525695
B003626,0.0,0.0,0.10043215211754537,0.04310182571052136
B003627,0.0,0.0,0.05600691443388073,0.06493506493506494
B003628,0.0,0.0,0.1808124459809853,0.04536043666478449
B003629,0.0,0.0,0.13396715643906654,0.12008281573498963
B003630,0.0,0.0,0.0,0.0956145303971391
B003631,0.0,0.0,0.11979256698357821,0.08375682288725768
B003632,0.0,0.0,0.19809853068280037,0.04423113118765293
B003633,1.0,0.0,0.6696629213483146,0.24374176548089588
B003634,0.0,0.0,0.0,0.0956145303971391
B003635,0.0,0.0,0.11616248919619705,0.1686429512516469
B003636,0.0,0.0,0.09939498703543648,0.038396386222473176
B003637,0.0,0.0,0.14866032843560933,0.0694522868435912
B003638,1.0,1.0,0.4985306828003457,0.295313382269904
B003639,0.0,0.0,0.18236819360414866,0.08996800301148128
B003640,0.0,0.0,0.08833189282627485,0.18878223226049312
B003641,0.0,0.0,0.07329299913569577,0.034255599472990776
B003642,0.0,0.0,0.12549697493517717,0.0956145303971391
B003643,0.0,0.0,0.11668107173725151,0.06004140786749483
B003644,1.0,1.0,0.4369922212618842,0.16337285902503296
B003645,1.0,1.0,0.2212618841832325,0.09542631281761717
B003646,0.0,0.0,0.019706136560069143,0.04009034443817053
B003647,0.0,0.0,0.06050129645635263,0.054394880481837
B003648,0.0,0.0,0.008297320656871218,0.021645021645021648
B003649,0.0,0.0,0.1139152981849611,0.17504234895539245
B003650,0.0,0.0,0.07726879861711322,0.07641633728590251
B003651,0.0,0.0,0.09991356957649093,0.025221155655938264
B003652,0.0,0.0,0.025064822817631807,0.016186711838885752
B003653,0.0,0.0,0.0637856525496975,0.08545078110295502
B003654,0.0,0.0,0.03163353500432152,0.17297195558065123
B003655,0.0,0.0,0.3455488331892826,0.14530397139092793
B003656,0.0,0.0,0.1661192739844425,0.010351966873706004
B003657,0.0,0.0,0.1512532411408816,0.08036890645586298
B003658,1.0,1.0,0.3113223854796889,0.9917184265010353
B003659,1.0,0.0,0.3977528089887641,0.16901938641069078
B003660,0.0,0.0,0.12999135695764907,0.049501223414266896
B003661,0.0,0.0,0.22385479688850474,0.03199698851872765
B003662,0.0,0.0,0.1515989628349179,0.05119518162996423
B003663,0.0,0.0,0.09922212618841833,0.023338979860718995
B003664,0.0,0.0,0.006222990492653414,0.016939582156973464
B003665,0.0,0.0,0.17683664649956785,0.2766798418972332
B003666,0.0,0.0,0.12947277441659463,0.14003387916431395
B003667,1.0,0.0,0.08729472774416594,0.16958403914925654
B003668,0.0,0.0,0.14468452895419187,0.03877282138151703
B003669,0.0,0.0,0.10821089023336214,0.17711274233013363
B003670,0.0,0.0,0.08107173725151254,0.06192358366271411
B003671,0.0,1.0,0.37424373379429554,0.023903632599284776
B003672,0.0,0.0,0.21452031114952463,0.02296254470167514
B003673,0.0,0.0,0.20397579948141747,0.06022962544701675
B003674,0.0,0.0,0.09991356957649093,0.025221155655938264
B003675,0.0,0.0,0.0,0.011293054771315642
B003676,0.0,0.0,0.20414866032843562,0.04536043666478449
B003677,0.0,0.0,0.10025929127052723,0.1596085074345944
B003678,0.0,0.0,0.17303370786516853,0.017127799736495388
B003679,0.0,0.0,0.15522904062229906,0.07547524938829288
B003680,0.0,0.0,0.09403630077787381,0.06757011104837192
B003681,0.0,0.0,0.19446845289541917,0.09335591944287598
B003682,0.0,0.0,0.15955056179775282,0.03670242800677583
B003683,0.0,0.0,0.20397579948141747,0.06022962544701675
B003684,0.0,0.0,0.09040622299049265,0.03274985883681536
B003685,0.0,0.0,0.13223854796888504,0.10370788631658198
B003686,0.0,0.0,0.14485738980121005,0.043478260869565216
B003687,0.0,0.0,0.10544511668107173,0.0922266139657444
B003688,0.0,0.0,0.06603284356093345,0.07603990212685866
B003689,0.0,0.0,0.08280034572169404,0.028985507246376815
B003690,0.0,0.0,0.09178910976663784,0.0523244871070958
B003691,0.0,0.0,0.048573898012100256,0.04893657067570111
B003692,0.0,0.0,0.2869490060501297,0.049877658573310744
B003693,0.0,0.0,0.1794295592048401,0.02051571616789008
B003694,0.0,0.0,0.06983578219533276,0.04912478825522303
B003695,1.0,0.0,0.665514261019879,0.07171089779785432
B003696,1.0,0.0,0.3320656871218669,0.17033690946734426
B003697,0.0,1.0,0.4311149524632671,0.16581968755881799
B003698,0.0,0.0,0.0,0.0220214568040655
B003699,0.0,1.0,0.42662057044079515,0.1981931112365895
B003700,0.0,0.0,0.20103716508210892,0.04291360813099943
B003701,0.0,0.0,0.0,0.051759834368530024
B003702,0.0,0.0,0.2157303370786517,0.0653115000941088
B003703,0.0,0.0,0.0926534140017286,0.07829851308112179
B003704,0.0,0.0,0.030423509075194467,0.018445322793148883
B003705,0.0,0.0,0.10803802938634399,0.0956145303971391
B003706,0.0,0.0,0.0,0.039713909279126665
B003707,0.0,0.0,0.1787381158167675,0.06230001882175796
B003708,1.0,1.0,0.541400172860847,0.1863354037267081
B003709,0.0,0.0,0.15643906655142611,0.044795783926218705
B003710,0.0,1.0,0.2350907519446845,0.20685111989459815
B003711,0.0,0.0,0.09559204840103716,0.06267645398080181
B003712,0.0,0.0,0.05842696629213483,0.041407867494824016
B003713,0.0,0.0,0.14900605012964563,0.07660455486542443
B003714,1.0,0.0,0.35505617977528087,0.28533785055524186
B003715,0.0,0.0,0.08573898012100259,0.09429700734048561
B003716,0.0,0.0,0.10596369922212619,0.010916619612271786
B003717,0.0,0.0,0.020051858254105444,0.077733860342556
B003718,0.0,0.0,0.10198789974070874,0.03670242800677583
B003719,0.0,0.0,0.1286084701815039,0.07039337474120083
B003720,0.0,0.0,0.052031114952463264,0.03199698851872765
B003721,0.0,0.0,0.10855661192739845,0.29587803500846976
B003722,0.0,0.0,0.042523768366464994,0.1637492941840768
B003723,1.0,0.0,0.09282627484874675,0.09523809523809523
B003724,0.0,0.0,0.0,0.015433841520798044
B003725,0.0,0.0,0.11426101987899741,0.044795783926218705
B003726,0.0,0.0,0.0,0.05514775079992471
B003727,0.0,0.0,0.05064822817631807,0.04517221908526257
B003728,0.0,0.0,0.18513396715643907,0.05552418595896857
B003729,0.0,0.0,0.10855661192739845,0.29587803500846976
B003730,0.0,0.0,0.1955056179775281,0.03350272915490307
B003731,0.0,0.0,0.07986171132238548,0.0632411067193676
B003732,0.0,0.0,0.05064822817631807,0.04517221908526257
B003733,0.0,0.0,0.1547104580812446,0.0018821757952192735
B003734,0.0,0.0,0.021261884183232497,0.05665349143610013
B003735,0.0,0.0,0.06983578219533276,0.007340485601355166
B003736,0.0,0.0,0.018150388936905792,0.07679277244494637
B003737,0.0,0.0,0.1787381158167675,0.06230001882175796
B003738,0.0,0.0,0.0,0.0956145303971391
B003739,0.0,0.0,0.16076058772687987,0.05797101449275362
B003740,0.0,0.0,0.035955056179775284,0.1182006399397704
B003741,0.0,0.0,0.1694036300777874,0.04253717297195558
B003742,0.0,0.0,0.15522904062229906,0.0199510634293243
B003743,0.0,0.0,0.0909248055315471,0.003764351590438546
B003744,0.0,0.0,0.06499567847882454,0.07227555053642011
B003745,0.0,0.0,0.07294727744165946,0.03105590062111801
B003746,1.0,1.0,0.6821089023336214,0.23602484472049687
B003747,0.0,0.0,0.12031114952463266,0.09429700734048561
B003748,0.0,0.0,0.1619706136560069,0.0702051571616789
B003749,0.0,0.0,0.08746758859118409,0.03312629399585921
B003750,0.0,0.0,0.03163353500432152,0.17297195558065123
B003751,0.0,0.0,0.08124459809853068,0.02484472049689441
B003752,0.0,0.0,0.12566983578219532,0.056841709015622056
B003753,0.0,0.0,0.0442523768366465,0.1725955204216074
B003754,0.0,0.0,0.0,0.09410878976096368
B003755,0.0,0.0,0.0,0.0033879164313946925
B003756,0.0,0.0,0.1191011235955056,0.050630528891398456
B003757,0.0,0.0,0.2212618841832325,0.09542631281761717
B003758,0.0,0.0,0.16439066551426101,0.03670242800677583
B003759,0.0,0.0,0.0651685393258427,0.021080368906455864
B003760,0.0,0.0,0.1661192739844425,0.010351966873706004
B003761,0.0,0.0,0.09472774416594641,0.09373235460191982
B003762,0.0,0.0,0.13673292999135694,0.06117071334462639
B003763,0.0,0.0,0.19446845289541917,0.09335591944287598
B003764,0.0,0.0,0.18305963699222125,0.09410878976096368
B003765,0.0,0.0,0.06949006050129644,0.01637492941840768
B003766,0.0,0.0,0.08159031979256698,0.08488612836438923
B003767,0.0,0.0,0.2869490060501297,0.049877658573310744
B003768,0.0,0.0,0.03802938634399309,0.03274985883681536
B003769,0.0,0.0,0.10302506482281763,0.006399397703745529
B003770,0.0,1.0,0.26464995678478825,0.779785431959345
B003771,0.0,0.0,0.11650821089023336,0.010540184453227932
B003772,0.0,0.0,0.1694036300777874,0.04253717297195558
B003773,0.0,0.0,0.15955056179775282,0.03670242800677583
B003774,0.0,0.0,0.12031114952463266,0.09429700734048561
B003775,0.0,0.0,0.1547104580812446,0.0018821757952192735
B003776,0.0,0.0,0.05410544511668107,0.02145680406549972
B003777,0.0,0.0,0.07847882454624028,0.06380575945793338
B003778,0.0,0.0,0.0,0.03387916431394692
B003779,0.0,1.0,1.0,0.2207792207792208
B003780,0.0,0.0,0.11339671564390665,0.05213626952757387
B003781,1.0,1.0,0.4985306828003457,0.295313382269904
B003782,0.0,0.0,0.08643042350907519,0.033314511575381144
B003783,0.0,0.0,0.10025929127052723,0.1596085074345944
B003784,0.0,0.0,0.08228176318063958,0.05345379258422736
B003785,0.0,0.0,0.08055315471045808,0.09260304912478826
B003786,0.0,0.0,0.07934312878133103,0.06267645398080181
B003787,0.0,0.0,0.09040622299049265,0.051948051948051945
B003788,0.0,0.0,0.088504753673293,0.11518915866741955
B003789,0.0,0.0,0.11685393258426965,0.1562205910031997
B003790,0.0,0.0,0.10717372515125324,0.06192358366271411
B003791,0.0,0.0,0.23906655142610198,0.11104837191793715
B003792,0.0,0.0,0.09178910976663784,0.14737436476566912
B003793,0.0,0.0,0.0926534140017286,0.06286467156032373
B003794,1.0,1.0,0.4311149524632671,0.16581968755881799
B003795,0.0,0.0,0.0891961970613656,0.04027856201769245
B003796,0.0,0.0,0.17061365600691442,0.21249764728025597
B003797,0.0,0.0,0.17009507346585998,0.19122906079427818
B003798,0.0,0.0,0.22212618841832324,0.048560135516657256
B003799,1.0,0.0,0.2212618841832325,0.09542631281761717
B003800,0.0,0.0,0.11166810717372515,0.054959533220402784
B003801,0.0,0.0,0.03526361279170268,0.054771315640880856
B003802,0.0,1.0,0.31961970613656004,0.6325992847731978
B003803,0.0,0.0,0.08885047536732929,0.07415772633163939
B003804,0.0,0.0,0.1512532411408816,0.08036890645586298
B003805,0.0,0.0,0.25064822817631804,0.09599096555618296
B003806,0.0,0.0,0.10492653414001729,0.10822510822510822
B003807,0.0,0.0,0.1453759723422645,0.00564652738565782
B003808,0.0,0.0,0.14330164217804667,0.03538490495012234
B003809,0.0,0.0,0.15073465859982715,0.051759834368530024
B003810,0.0,0.0,0.0891961970613656,0.0956145303971391
B003811,0.0,0.0,0.13223854796888504,0.10370788631658198
B003812,0.0,0.0,0.0926534140017286,0.12290607942781856
B003813,0.0,0.0,0.0,0.05251270468661773
B003814,0.0,0.0,0.03837510803802939,0.039337474120082816
B003815,0.0,0.0,0.17165082108902333,0.02484472049689441
B003816,0.0,0.0,0.006222990492653414,0.016939582156973464
B003817,0.0,0.0,0.12082973206568712,0.11763598720120459
B003818,0.0,0.0,0.1811581676750216,0.11293054771315642
B003819,0.0,0.0,0.25064822817631804,0.09599096555618296
B003820,0.0,0.0,0.09835782195332758,0.17843026538678713
B003821,0.0,1.0,0.541400172860847,0.1863354037267081
B003822,0.0,0.0,0.10613656006914433,0.05627705627705628
B003823,0.0,0.0,0.06309420916162489,0.02145680406549972
B003824,0.0,0.0,0.08020743301642178,0.155467720685112
B003825,0.0,0.0,0.14157303370786517,0.003952569169960474
B003826,0.0,0.0,0.11374243733794295,0.10088462262375306
B003827,0.0,0.0,0.15384615384615385,0.03689064558629776
B003828,0.0,0.0,0.04546240276577355,0.024280067758328628
B003829,0.0,0.0,0.05635263612791702,0.026162243553547904
B003830,0.0,0.0,0.06343993085566119,0.19593450028232637
B003831,0.0,0.0,0.03837510803802939,0.08319217014869189
B003832,0.0,0.0,0.025756266205704408,0.019009975531714664
B003833,0.0,0.0,0.11028522039757994,0.044042913608131
B003834,0.0,0.0,0.06395851339671564,0.08676830415960851
B003835,0.0,0.0,0.05324114088159032,0.024656502917372484
B003836,0.0,0.0,0.05548833189282627,0.10464897421419161
B003837,0.0,0.0,0.11581676750216076,0.14850367024280067
B003838,0.0,0.0,0.11477960242005185,0.03613777526821005
B003839,0.0,0.0,0.1515989628349179,0.0158102766798419
B003840,0.0,0.0,0.1515989628349179,0.05119518162996423
B003841,0.0,0.0,0.11961970613656006,0.16807829851308112
B003842,0.0,0.0,0.22385479688850474,0.03199698851872765
B003843,0.0,0.0,0.07986171132238548,0.0632411067193676
B003844,0.0,0.0,0.10440795159896284,0.03707886316581969
B003845,0.0,0.0,0.05324114088159032,0.024656502917372484
B003846,0.0,0.0,0.07778738115816768,0.09053265575004706
B003847,0.0,0.0,0.1694036300777874,0.04253717297195558
B003848,0.0,0.0,0.016076058772687987,0.0598531902879729
B003849,1.0,0.0,0.26464995678478825,0.779785431959345
B003850,0.0,0.0,0.16819360414866033,0.002070393374741201
B003851,1.0,0.0,0.044770959377700946,0.12836438923395443
B003852,0.0,0.0,0.18236819360414866,0.08996800301148128
B003853,0.0,0.0,0.07121866897147797,0.01562205910031997
B003854,0.0,0.0,0.11616248919619705,0.1686429512516469
B003855,0.0,0.0,0.11166810717372515,0.054959533220402784
B003856,0.0,0.0,0.07709593777009507,0.018633540372670808
B003857,0.0,0.0,0.07882454624027657,0.0399021268586486
B003858,0.0,0.0,0.134485738980121,0.021080368906455864
B003859,0.0,0.0,0.16542783059636992,0.07961603613777528
B003860,0.0,0.0,0.06084701815038893,0.016939582156973464
B003861,0.0,0.0,0.05894554883318928,0.044419348767174856
B003862,0.0,0.0,0.1512532411408816,0.12610577827969133
B003863,0.0,0.0,0.12324978392394122,0.002635046113306983
B003864,0.0,0.0,0.11650821089023336,0.010540184453227932
B003865,0.0,0.0,0.14883318928262748,0.05100696405044231
B003866,0.0,0.0,0.16439066551426101,0.03670242800677583
B003867,0.0,0.0,0.07035436473638722,0.04310182571052136
B003868,0.0,0.0,0.13414001728608468,0.09241483154526633
B003869,0.0,0.0,0.07433016421780467,0.10220214568040656
B003870,0.0,0.0,0.05306828003457217,0.015057406361754188
B003871,0.0,0.0,0.020570440795159895,0.047807265198569544
B003872,0.0,0.0,0.0,0.06117071334462639
B003873,0.0,0.0,0.054624027657735524,0.03256164125729343
B003874,0.0,0.0,0.05894554883318928,0.044419348767174856
B003875,0.0,0.0,0.12480553154710457,0.03293807641633728
B003876,0.0,0.0,0.15522904062229906,0.0199510634293243
B003877,0.0,0.0,0.11426101987899741,0.044795783926218705
B003878,0.0,0.0,0.14762316335350043,0.027856201769245248
B003879,0.0,0.0,0.13189282627484875,0.12158855637116507
B003880,0.0,0.0,0.15073465859982715,0.051759834368530024
B003881,0.0,0.0,0.030423509075194467,0.018445322793148883
B003882,0.0,0.0,0.037510803802938635,0.04009034443817053
B003883,0.0,0.0,0.12324978392394122,0.061735366083192175
B003884,0.0,0.0,0.2639585133967156,0.05797101449275362
B003885,0.0,0.0,0.14399308556611928,0.019574628270280447
B003886,0.0,0.0,0.12273120138288676,0.11405985319028798
B003887,0.0,0.0,0.1647363872082973,0.019009975531714664
B003888,0.0,0.0,0.12999135695764907,0.049501223414266896
B003889,0.0,0.0,0.08833189282627485,0.18878223226049312
B003890,0.0,0.0,0.1560933448573898,0.044419348767174856
B003891,0.0,0.0,0.0926534140017286,0.12290607942781856
B003892,0.0,0.0,0.11737251512532411,0.07171089779785432
B003893,0.0,0.0,0.0,0.045736871823828344
B003894,0.0,0.0,0.18305963699222125,0.09410878976096368
B003895,1.0,0.0,0.3320656871218669,0.17033690946734426
B003896,0.0,0.0,0.0,0.11857707509881422
B003897,0.0,0.0,0.06551426101987899,0.039713909279126665
B003898,0.0,0.0,0.12947277441659463,0.025221155655938264
B003899,0.0,0.0,0.10855661192739845,0.29587803500846976
B003900,0.0,0.0,0.17821953327571305,0.088085827216262
B003901,0.0,0.0,0.12013828867761452,0.06493506493506494
B003902,0.0,0.0,0.15194468452895418,0.06474684735554301
B003903,0.0,0.0,0.07726879861711322,0.07641633728590251
B003904,0.0,0.0,0.06050129645635263,0.054394880481837
B003905,1.0,0.0,0.08124459809853068,0.02070393374741201
B003906,0.0,0.0,0.04373379429559204,0.06926406926406926
B003907,0.0,0.0,0.134485738980121,0.20082815734989648
B003908,0.0,0.0,0.05324114088159032,0.024656502917372484
B003909,0.0,0.0,0.10803802938634399,0.0956145303971391
B003910,0.0,0.0,0.04511668107173725,0.0735930735930736
B003911,0.0,0.0,0.044770959377700946,0.12836438923395443
B003912,0.0,0.0,0.1773552290406223,0.04121964991530209
B003913,0.0,0.0,0.05410544511668107,0.1266704310182571
B003914,0.0,0.0,0.05306828003457217,0.015057406361754188
B003915,0.0,0.0,0.06084701815038893,0.016939582156973464
B003916,0.0,0.0,0.027484874675885913,0.2766798418972332
B003917,0.0,0.0,0.033707865168539325,0.04027856201769245
B003918,0.0,0.0,0.12428694900605013,0.025221155655938264
B003919,0.0,0.0,0.0,0.0956145303971391
B003920,0.0,0.0,0.17821953327571305,0.088085827216262
B003921,0.0,1.0,0.2212618841832325,0.09542631281761717
B003922,0.0,0.0,0.010371650821089023,0.05157161678900809
B003923,0.0,0.0,0.24096802074330162,0.12478825522303783
B003924,0.0,0.0,0.19118409680207432,0.01919819311123659
B003925,0.0,0.0,0.11737251512532411,0.08620365142104272
B003926,0.0,0.0,0.1598962834917891,0.0033879164313946925
B003927,0.0,0.0,0.17165082108902333,0.02484472049689441
B003928,0.0,0.0,0.13223854796888504,0.019574628270280447
B003929,0.0,0.0,0.11063094209161625,0.05552418595896857
B003930,0.0,0.0,0.09991356957649093,0.09279126670431019
B003931,0.0,0.0,0.054278305963699224,0.0419725202333898
B003932,0.0,0.0,0.0,0.051759834368530024
B003933,0.0,1.0,0.3977528089887641,0.16901938641069078
B003934,0.0,0.0,0.15592048401037165,0.1106719367588933
B003935,0.0,0.0,0.0,0.10991906644080557
B003936,1.0,0.0,0.1891097666378565,0.04460756634669678
B003937,0.0,0.0,0.03768366464995679,0.1611142480707698
B003938,0.0,0.0,0.09939498703543648,0.038396386222473176
B003939,0.0,0.0,0.12999135695764907,0.12196499153020891
B003940,0.0,0.0,0.10527225583405359,0.05665349143610013
B003941,1.0,0.0,0.6821089023336214,0.23602484472049687
B003942,0.0,0.0,0.15695764909248056,0.0
B003943,0.0,0.0,0.005704407951598963,0.06964050442311313
B003944,1.0,1.0,0.37424373379429554,0.023903632599284776
B003945,0.0,0.0,0.09524632670700085,0.05138339920948616
B003946,0.0,0.0,0.05306828003457217,0.015057406361754188
B003947,0.0,0.0,0.0044943820224719105,0.044042913608131
B003948,0.0,0.0,0.044770959377700946,0.12836438923395443
B003949,0.0,0.0,0.025064822817631807,0.016186711838885752
B003950,0.0,0.0,0.16352636127917028,0.036514210427253904
B003951,0.0,0.0,0.08573898012100259,0.09429700734048561
B003952,0.0,0.0,0.06309420916162489,0.02145680406549972
B003953,0.0,0.0,0.041313742437337944,0.09015622059100321
B003954,0.0,0.0,0.06534140017286084,0.04084321475625824
B003955,0.0,0.0,0.06084701815038893,0.051759834368530024
B003956,0.0,0.0,0.1108038029386344,0.056841709015622056
B003957,0.0,0.0,0.16767502160760586,0.011104837191793714
B003958,0.0,0.0,0.05894554883318928,0.07208733295689818
B003959,0.0,0.0,0.041313742437337944,0.09015622059100321
B003960,0.0,0.0,0.018496110630942093,0.11123658949745906
B003961,0.0,0.0,0.05324114088159032,0.026162243553547904
B003962,1.0,0.0,0.6696629213483146,0.24374176548089588
B003963,0.0,0.0,0.07519446845289542,0.034443817052512704
B003964,0.0,0.0,0.12273120138288676,0.07679277244494637
B003965,0.0,0.0,0.11132238547968885,0.005834744965179748
B003966,0.0,0.0,0.20121002592912707,0.0035761340109166195
B003967,0.0,0.0,0.1842696629213483,0.09504987765857331
B003968,0.0,0.0,0.05894554883318928,0.044419348767174856
B003969,0.0,0.0,0.09524632670700085,0.03613777526821005
B003970,0.0,0.0,0.03301642178046672,0.050630528891398456
B003971,1.0,1.0,0.3113223854796889,0.9917184265010353
B003972,0.0,0.0,0.051166810717372516,0.09504987765857331
B003973,0.0,0.0,0.07363872082973207,0.17316017316017315
B003974,0.0,0.0,0.180466724286949,0.026726896292113684
B003975,0.0,0.0,0.14969749351771824,0.19951063429324298
B003976,0.0,0.0,0.10855661192739845,0.29587803500846976
B003977,1.0,0.0,0.10112359550561797,0.012422360248447206
B003978,0.0,0.0,0.25064822817631804,0.09599096555618296
B003979,0.0,0.0,0.21452031114952463,0.02296254470167514
B003980,0.0,0.0,0.12290406222990492,0.005081874647092038
B003981,0.0,0.0,0.22385479688850474,0.03199698851872765
B003982,0.0,0.0,0.09559204840103716,0.06267645398080181
B003983,0.0,0.0,0.21503889369057907,0.02277432712215321
B003984,0.0,0.0,0.06499567847882454,0.07227555053642011
B003985,0.0,0.0,0.06966292134831462,0.1404103143233578
B003986,0.0,0.0,0.1808124459809853,0.04536043666478449
B003987,0.0,0.0,0.0,0.1507622811970638
B003988,0.0,0.0,0.07847882454624028,0.06380575945793338
B003989,0.0,0.0,0.088504753673293,0.11518915866741955
B003990,0.0,0.0,0.17683664649956785,0.2766798418972332
B003991,0.0,0.0,0.10821089023336214,0.17711274233013363
