booking_id,booking_ts,agency_id,user_id,product_type,route_type,origin_country,dest_country,lead_time_days,booking_value,passengers_count,payment_method,booking_status,fraud_label,fraud_reason,session_id,device_fingerprint,ip_address,asn,is_vpn_or_proxy,os,browser,time_to_book_seconds,device_switch_flag,event_id,is_cancelled,cancel_delay_days,is_disputed,dispute_delay_days,chargeback_amount,final_loss_amount,total_passengers,suspicious_pax_domains,role,user_age_days,avg_logins_per_day,failed_login_ratio,account_status,email_domain_match_flag,user_fraud_label,user_fraud_type,country,agency_age_days,kyc_status,credit_limit,status,agency_email_domain
B002955,2025-03-29 06:22:00,A0047,U00112,hotel,domestic,US,US,1,242.22,7,credit_line,confirmed,0,legit,6c74af0a-4a48-453e-9431-eb189520120c,5719b210261e8694,90.87.141.164,62944,0,Android,Chrome,341,0,E002955,0,0,0,0,0.0,0.0,7,1,agent,1782,3.14,0.0227,active,1,0,legit,IN,827,verified,10000,active,voyagepro.sg
B002956,2025-11-28 03:07:00,A0059,U00749,hotel,international,IN,SG,72,543.71,2,credit_line,confirmed,0,legit,0b091fc4-f5df-48a2-a432-6194e57b9dad,805a5ff4e78c2f29,53.79.130.5,38228,0,macOS,Chrome,202,0,E002956,0,0,0,0,0.0,0.0,2,1,agent,1005,5.05,0.0436,active,1,0,legit,IN,2235,verified,5000,active,jetstream.ae
B002957,2025-10-31 01:21:00,A0029,U00759,flight,domestic,AE,AE,5,114.81,1,card,confirmed,0,legit,04440328-366a-45e9-89f0-ab84b2e31a92,f8054f2fb6f3e0b3,147.59.124.155,21364,0,Windows,Edge,439,0,E002957,0,0,0,0,0.0,0.0,1,0,agent,208,6.8,0.0259,active,1,0,legit,AE,1188,pending,25000,active,travelworks.sg
B002958,2025-02-22 13:15:00,A0117,U00124,package,domestic,IN,IN,9,115.15,3,card,confirmed,0,legit,6d2c9394-15c7-4989-98c8-f741e857c54f,ad9c8a71d8067391,109.61.59.238,76462,0,macOS,Firefox,122,0,E002958,0,0,0,0,0.0,0.0,3,0,agent,2390,0.78,0.0342,active,1,0,legit,UK,2548,verified,5000,active,airnova.sg
B002959,2025-01-29 03:03:00,A0066,U00648,flight,international,IN,AE,34,1145.48,1,credit_line,confirmed,0,legit,424122ea-153f-4a11-8d41-21027b845ece,4cfd75c47ca5f233,186.38.137.147,96021,0,macOS,Edge,112,0,E002959,0,0,0,0,0.0,0.0,1,0,agent,986,3.82,0.0408,active,1,0,legit,AE,2357,verified,5000,active,flybright.ae
B002960,2025-10-18 11:17:00,A0187,U00439,flight,domestic,SG,SG,14,167.62,3,credit_line,confirmed,0,legit,31e7be54-fab3-4320-bd8c-aac77c643da0,926889902379bd8d,29.202.175.38,52117,0,Android,Chrome,291,0,E002960,0,0,0,0,0.0,0.0,3,1,agent,479,10.18,0.0223,active,1,0,legit,UK,2324,verified,100000,active,airsync.in
B002961,2025-11-26 08:56:00,A0044,U00606,hotel,domestic,SG,SG,8,213.21,8,credit_line,confirmed,0,legit,4d46c510-e8b7-4360-a162-73b190220513,169546f1b73a446e,208.58.113.193,20785,0,iOS,Chrome,453,0,E002961,0,0,0,0,0.0,0.0,8,0,agent,224,2.56,0.009,active,1,0,legit,US,1829,verified,25000,active,skybound.co
B002962,2025-08-30 10:54:00,A0102,U00513,flight,domestic,UK,UK,13,440.02,5,bank,confirmed,0,legit,a55f004a-ff61-4de5-a49b-7af956ac9fc0,a2b1228a0cb72fb4,154.151.242.161,60125,0,Windows,Safari,103,0,E002962,0,0,0,0,0.0,0.0,5,2,admin,2413,11.06,0.0106,active,1,0,legit,SG,950,verified,5000,active,flynext.sg
B002963,2025-04-24 16:24:00,A0064,U00454,flight,domestic,AE,AE,6,277.73,1,card,confirmed,0,legit,ff9d228a-405b-4199-8c28-171b93d05027,77f0c8c95fcd9003,212.63.151.21,20397,0,Windows,Chrome,335,0,E002963,0,0,0,0,0.0,0.0,1,1,agent,144,5.31,0.0787,active,1,0,legit,IN,1798,verified,5000,active,skypaths.uk
B002964,2025-04-15 11:04:00,A0011,U00510,flight,international,IN,TH,29,1175.66,1,credit_line,confirmed,0,legit,66dfb86a-dfb6-49e4-a126-5b2419fe76df,8538c258337526e2,16.84.254.102,95862,0,macOS,Edge,983,0,E002964,0,0,0,0,0.0,0.0,1,1,agent,1877,9.84,0.102,active,1,0,legit,IN,2230,verified,100000,active,travease.ae
B002965,2025-07-18 11:17:00,A0032,U00113,hotel,domestic,US,US,9,141.26,4,credit_line,confirmed,0,legit,8973be4c-3d7b-49ab-850f-a92d9f70e6e5,5249e3c29785cf6a,43.65.39.142,56344,0,Android,Chrome,269,0,E002965,0,0,0,0,0.0,0.0,4,0,agent,1134,3.08,0.0135,active,1,0,legit,IN,669,verified,25000,active,aerolink.uk
B002966,2025-05-18 15:07:00,A0013,U00358,flight,domestic,UK,UK,17,346.44,1,credit_line,confirmed,0,legit,c1dd7fa8-31a4-4e40-ab03-84af26df0a07,00d60908e0f8eea8,103.244.7.63,59565,0,Windows,Firefox,304,0,E002966,0,0,0,0,0.0,0.0,1,0,agent,1422,7.29,0.0343,active,1,0,legit,UK,2991,pending,100000,active,flydeals.com
B002967,2025-08-21 00:52:00,A0139,U00404,flight,domestic,IN,IN,1,290.14,10,credit_line,confirmed,1,new user with risky infra + abnormal velocity,84d3fb8f-c519-45fe-9986-95daa5951f50,ca207c90b2c02fd9,192.1.193.223,15464,0,iOS,Edge,89,0,E002967,0,0,0,0,0.0,0.0,10,0,finance,21,38.5,0.0385,active,0,1,new_synthetic_user,IN,1625,verified,10000,active,jetstream.ae
B002968,2025-11-11 00:59:00,A0046,U00029,hotel,domestic,UK,UK,9,560.42,2,credit_line,confirmed,0,legit,1628826a-a807-4607-8d19-6b33cb99e442,169546f1b73a446e,205.192.194.4,49444,0,iOS,Chrome,354,0,E002968,0,0,0,0,0.0,0.0,2,0,agent,1162,9.82,0.036,active,1,0,legit,SG,255,verified,50000,active,jetsetgo.in
B002969,2025-11-26 05:32:00,A0019,U00083,hotel,domestic,US,US,15,311.58,7,credit_line,confirmed,0,legit,2f580c6d-68a4-43f6-a696-891901867ae1,dc2d2a1af3735572,130.73.45.15,36780,0,Windows,Safari,949,0,E002969,0,0,0,0,0.0,0.0,7,0,agent,2018,11.12,0.0202,active,1,0,legit,IN,1734,verified,5000,active,jetstream.ae
B002970,2025-08-09 08:39:00,A0117,U00646,package,domestic,SG,SG,10,184.98,4,credit_line,confirmed,0,legit,4bd329f6-0f7a-442f-89a3-50958c0480e9,838eb0c24667081f,23.144.242.238,52822,0,macOS,Chrome,221,0,E002970,0,0,0,0,0.0,0.0,4,1,agent,1705,4.83,0.0632,active,1,0,legit,UK,2548,verified,5000,active,airnova.sg
B002971,2025-08-08 03:56:00,A0196,U00209,hotel,international,IN,DE,84,2473.14,3,credit_line,confirmed,0,legit,2d8a74f1-b96f-47a1-81c6-e53b5b4c8b4d,db7657cf148b6b0a,92.95.209.245,59821,0,Windows,Chrome,501,0,E002971,0,0,0,0,0.0,0.0,3,0,agent,1875,10.79,0.0197,active,1,0,legit,IN,1803,verified,10000,active,jetforce.co
B002972,2025-05-19 11:15:00,A0171,U00070,hotel,international,SG,IN,19,4299.44,1,credit_line,confirmed,0,legit,197819e1-aaaf-4dbc-a9b2-6f4348285e48,6cb39bcdbd22260a,241.219.139.131,8687,0,macOS,Safari,1292,0,E002972,0,0,0,0,0.0,0.0,1,1,agent,2468,6.87,0.043,active,1,0,legit,SG,1694,verified,50000,active,travease.ae
B002973,2025-08-03 02:13:00,A0193,U00034,flight,international,IN,IN,4,950.93,1,credit_line,confirmed,0,legit,55e8ec81-13c3-47e9-8be3-9dc182bf5d8d,7787b8d06282fe12,243.183.136.111,16523,0,macOS,Edge,470,0,E002973,0,0,0,0,0.0,0.0,1,0,agent,2231,3.52,0.0094,active,1,0,legit,US,1122,failed,100000,active,airventure.com
B002974,2025-06-20 02:45:00,A0022,U00379,flight,domestic,SG,SG,4,131.91,3,credit_line,confirmed,0,legit,75859d37-836b-4488-a3e9-9138929da99e,dc2ef3d3e0798462,62.50.66.63,51148,0,Windows,Chrome,244,0,E002974,0,0,0,0,0.0,0.0,3,1,agent,164,1.58,0.0188,active,1,0,legit,IN,2878,verified,50000,active,flynext.sg
B002975,2025-12-28 14:44:00,A0184,U00218,hotel,domestic,AE,AE,15,112.07,1,card,confirmed,0,legit,e6683009-94b1-4094-a9d6-ed933d8dd81e,4a730b9ec2ae321d,87.174.182.35,16196,0,Windows,Firefox,379,0,E002975,0,0,0,0,0.0,0.0,1,0,agent,1627,3.21,0.0347,active,1,0,legit,US,610,pending,5000,active,skypaths.uk
B002976,2025-10-05 22:35:00,A0175,U00726,package,domestic,US,US,11,186.21,4,card,confirmed,0,legit,2873156a-a2cd-4dfd-be22-970ef6f75a7f,3b3c329153771294,21.23.145.39,48480,0,iOS,Chrome,230,0,E002976,1,2,0,0,0.0,0.0,4,0,agent,1349,3.45,0.048,active,1,0,legit,SG,2879,pending,25000,active,gotravel.in
B002977,2025-11-12 21:46:00,A0012,U00591,hotel,domestic,SG,SG,11,150.85,1,credit_line,confirmed,0,legit,c4a5bff9-4313-4761-b3ad-79c13207b776,982ffb3b3d9fad88,130.73.45.15,50597,0,Windows,Firefox,370,0,E002977,0,0,0,0,0.0,0.0,1,1,finance,2463,0.0,0.0248,active,1,0,legit,US,1914,verified,25000,active,routemaster.co
B002978,2025-07-20 05:34:00,A0181,U00755,flight,international,IN,SG,69,1266.92,2,credit_line,confirmed,0,legit,2c2fbee2-ba4a-4eea-9365-2d361a06ed3c,b9c68bfa375765b2,228.226.82.82,2980,0,Windows,Chrome,308,0,E002978,0,0,1,34,789.28,410.65,2,1,finance,1234,8.63,0.0421,active,1,0,legit,IN,1242,verified,50000,active,quicktrips.com
B002979,2025-12-13 14:47:00,A0037,U00741,flight,domestic,UK,UK,16,177.15,2,credit_line,confirmed,0,legit,422e0ab5-5a69-4256-8308-63a76e435d72,524f7576f1dfa9eb,158.253.111.253,26019,0,macOS,Chrome,436,0,E002979,0,0,0,0,0.0,0.0,2,1,finance,955,0.0,0.005,active,1,0,legit,IN,1075,verified,200000,active,airnova.sg
B002980,2025-07-09 15:12:00,A0098,U00364,hotel,domestic,IN,IN,9,268.62,7,card,confirmed,0,legit,dd359901-e9e7-421f-9da2-d9928f867642,356a51c1d8792f9b,1.112.144.70,40344,0,Android,Firefox,199,0,E002980,0,0,0,0,0.0,0.0,7,2,agent,392,6.95,0.0349,active,1,0,legit,IN,2836,verified,25000,active,swiftfly.in
B002981,2025-08-04 16:09:00,A0104,U00071,hotel,domestic,IN,IN,2,332.01,6,card,confirmed,0,legit,fbdef767-8ff6-451a-a91a-2443de9715be,07b11eb431b7c3b3,87.87.248.92,19695,0,macOS,Chrome,700,0,E002981,0,0,0,0,0.0,0.0,6,1,agent,1668,2.5,0.0486,active,1,0,legit,AE,554,verified,10000,active,skypaths.uk
B002982,2025-05-31 19:49:00,A0003,U00583,hotel,domestic,IN,IN,2,240.43,3,card,pending,0,legit,399da45e-5df7-47ab-b107-0a699447b58d,3500dd827e5bd5f3,194.43.183.239,51162,0,Windows,Chrome,613,0,E002982,0,0,0,0,0.0,0.0,3,0,agent,1523,12.96,0.0246,active,1,0,legit,UK,1678,verified,50000,active,flyhigh.ae
B002983,2025-05-06 00:46:00,A0155,U00360,flight,domestic,IN,IN,5,224.73,4,credit_line,confirmed,0,legit,7dde7bf9-b8b2-4497-8632-d36d81d4b2b8,dbe0c150a9bec815,201.191.87.156,95894,0,Windows,Chrome,482,0,E002983,0,0,0,0,0.0,0.0,4,1,agent,678,9.21,0.0173,active,1,0,legit,US,1723,verified,10000,active,travelzen.in
B002984,2025-09-16 13:35:00,A0090,U00546,flight,domestic,US,US,5,220.96,3,credit_line,confirmed,0,legit,2014724d-935b-4f94-bec8-c318a215f292,7d2d58a3ab0dc530,104.200.112.59,20001,0,Windows,Safari,331,0,E002984,0,0,0,0,0.0,0.0,3,0,agent,235,9.81,0.0101,active,1,0,legit,AE,1716,verified,5000,active,bookmyflight.in
B002985,2025-05-05 20:55:00,A0121,U00723,package,domestic,AE,AE,5,124.72,3,credit_line,confirmed,0,legit,cfcca1b4-30ac-4f08-8229-e4dadc1ef167,13d09c4c81b7bbdb,223.171.74.201,75235,0,Windows,Chrome,390,0,E002985,0,0,0,0,0.0,0.0,3,0,agent,1096,8.28,0.0449,active,1,0,legit,UK,1853,verified,25000,active,travelcorp.com
B002986,2025-11-25 05:51:00,A0007,U00337,hotel,domestic,UK,UK,14,281.72,10,credit_line,confirmed,0,legit,16ca0698-9a8b-4994-b9b3-2734f134076f,071e0e74e757bd90,11.93.217.68,76687,0,macOS,Chrome,137,0,E002986,0,0,0,0,0.0,0.0,10,1,agent,1659,8.88,0.0743,active,1,0,legit,IN,283,verified,10000,active,voyagepro.sg
B002987,2025-05-20 15:47:00,A0013,U00262,flight,domestic,IN,IN,6,224.38,3,credit_line,confirmed,0,legit,0c470ade-f504-4637-ab35-b6e1c2b7a52b,8ff32aa0f11c4d34,189.162.143.198,21692,0,macOS,Chrome,274,0,E002987,0,0,0,0,0.0,0.0,3,0,agent,1496,3.52,0.0279,active,1,0,legit,UK,2991,pending,100000,active,flydeals.com
B002988,2025-09-19 01:26:00,A0023,U00342,flight,international,UK,DE,23,303.15,7,bank,confirmed,0,legit,a5f3aac1-2a8f-426e-8996-09605c1334bb,ec3cf8201b986be4,153.242.181.205,48960,0,Windows,Edge,1195,0,E002988,0,0,0,0,0.0,0.0,7,0,agent,1603,10.55,0.0482,locked,1,0,legit,IN,427,verified,10000,active,tourhub.in
B002989,2025-03-17 23:18:00,A0119,U00601,package,international,AE,TH,58,1675.44,2,card,confirmed,0,legit,fe076d5b-b8a5-4864-b2f7-e8e060b3a3ed,22c11e180785b60a,149.50.169.123,27956,0,iOS,Chrome,742,0,E002989,0,0,0,0,0.0,0.0,2,0,agent,687,2.56,0.0921,active,1,0,legit,US,1145,verified,10000,active,skyroute.in
B002990,2025-08-11 23:57:00,A0041,U00002,hotel,international,IN,UK,46,1236.24,10,credit_line,confirmed,0,legit,3d28e8f7-f945-446d-8527-060227f9b9ab,c46fe76598f0d2b7,3.246.45.179,48055,0,macOS,Chrome,792,0,E002990,0,0,0,0,0.0,0.0,10,0,agent,722,1.45,0.0058,active,1,0,legit,IN,2307,verified,10000,active,travelcorp.com
B002991,2025-10-18 20:18:00,A0130,U00496,flight,domestic,US,US,5,270.91,3,credit_line,confirmed,0,legit,bcda3637-04d7-4fd8-bedf-782ac96cc9d0,501ab172cc5bec18,185.211.18.119,19428,0,Android,Edge,754,0,E002991,0,0,0,0,0.0,0.0,3,0,agent,1156,5.1,0.0146,active,1,0,legit,AE,2647,verified,5000,active,bookmyflight.in
B002992,2025-06-22 17:49:00,A0039,U00761,flight,domestic,AE,AE,13,273.08,6,bank,confirmed,0,legit,1eb92b3e-60f8-4d2b-854e-3f8295bbdaf5,76357964ba96110a,7.39.198.35,81877,0,Windows,Chrome,460,0,E002992,0,0,0,0,0.0,0.0,6,1,agent,1858,9.57,0.0427,active,1,0,legit,SG,1723,verified,200000,active,skyroute.in
B002993,2025-07-22 15:56:00,A0084,U00571,flight,international,SG,FR,73,3108.36,1,credit_line,failed,0,legit,66b43317-ce41-4c51-8a00-94271b521e2e,cc179fdd9746d6e4,43.65.39.142,85869,0,Windows,Chrome,260,0,E002993,0,0,0,0,0.0,0.0,1,0,admin,73,4.59,0.0337,active,1,0,legit,IN,599,verified,10000,active,skybound.co
B002994,2025-09-13 15:02:00,A0061,U00555,flight,domestic,IN,IN,9,135.88,3,credit_line,confirmed,0,legit,ade380c5-4a93-4d80-90d8-0bef5c24d000,1b72ed7064310496,147.216.20.92,29291,0,Android,Chrome,105,0,E002994,0,0,0,0,0.0,0.0,3,0,agent,1115,6.0,0.0159,active,1,0,legit,IN,1099,verified,5000,active,quicktrips.com
B002995,2025-08-04 21:34:00,A0117,U00235,hotel,domestic,IN,IN,4,86.01,10,credit_line,confirmed,0,legit,ecc7aa54-32be-49c0-bfa5-e9a2212c654d,4f8bde73eed4457a,186.35.197.203,67177,0,Windows,Chrome,253,0,E002995,0,0,0,0,0.0,0.0,10,0,agent,2175,2.96,0.0509,active,1,0,legit,UK,2548,verified,5000,active,airnova.sg
B002996,2025-10-16 04:16:00,A0196,U00380,flight,domestic,US,US,8,433.89,1,credit_line,confirmed,0,legit,6fc0df54-d980-46b0-910d-e49808c02f32,b9281e3fbf819ab0,104.200.112.59,57225,0,Windows,Safari,107,0,E002996,0,0,0,0,0.0,0.0,1,0,finance,904,2.17,0.0217,active,1,0,legit,IN,1803,verified,10000,active,jetforce.co
B002997,2025-08-18 14:00:00,A0015,U00152,hotel,domestic,UK,UK,16,348.84,7,credit_line,confirmed,0,legit,4a4606a2-6d00-4337-805d-75a826c454e3,848b01fb0342ef74,196.101.61.141,41001,0,macOS,Edge,175,0,E002997,0,0,0,0,0.0,0.0,7,1,agent,1854,4.04,0.0265,active,1,0,legit,IN,907,verified,25000,active,gotravel.in
B002998,2025-07-17 23:09:00,A0022,U00429,hotel,domestic,AE,AE,11,138.64,1,credit_line,confirmed,0,legit,caf8843d-a233-45ab-a47c-a965a95295c1,81196c9700e45d6e,81.202.218.159,70831,0,Windows,Edge,289,0,E002998,0,0,0,0,0.0,0.0,1,0,agent,2153,10.34,0.0335,active,0,0,legit,IN,2878,verified,50000,active,flynext.sg
B002999,2025-12-23 22:44:00,A0059,U00323,flight,international,US,IN,45,992.55,10,credit_line,confirmed,1,burst/automation pattern in activity,2a9ef2d7-44d6-4fe2-a99f-c3131966add5,f7b4ab4b77eb7463,164.188.131.185,50871,0,Windows,Edge,39,0,E002999,0,0,0,0,0.0,0.0,10,3,agent,1419,40.7,0.0978,active,1,1,bot_booking,IN,2235,verified,5000,active,jetstream.ae
B003000,2025-09-16 23:08:00,A0084,U00684,flight,domestic,AE,AE,10,211.25,1,credit_line,confirmed,0,legit,38c6173c-2129-4768-8308-97ad82d81394,3b6d6b658837a7e0,235.68.230.90,97611,0,iOS,Chrome,362,0,E003000,0,0,0,0,0.0,0.0,1,0,agent,1973,2.43,0.0375,active,0,0,legit,IN,599,verified,10000,active,skybound.co
B003001,2025-11-17 12:15:00,A0142,U00193,flight,domestic,AE,AE,7,205.0,4,credit_line,confirmed,0,legit,b47255a3-c610-415e-94eb-086d34fc3eb0,cc0b89cbe35b23fd,242.163.18.183,19946,0,Windows,Chrome,188,0,E003001,0,0,0,0,0.0,0.0,4,1,admin,917,5.27,0.0164,active,1,0,legit,IN,1249,verified,100000,active,flynext.sg
B003002,2025-09-29 11:32:00,A0067,U00274,flight,domestic,IN,IN,12,123.03,1,credit_line,confirmed,0,legit,187de079-c4dc-4f66-b14e-b33f152883a2,9ea1d8ba32676e83,32.65.122.66,82193,0,Android,Chrome,296,0,E003002,0,0,0,0,0.0,0.0,1,0,agent,1301,3.76,0.0689,locked,0,0,legit,IN,2574,pending,25000,active,airsync.in
B003003,2025-01-14 07:52:00,A0157,U00782,flight,domestic,SG,SG,8,302.95,1,credit_line,confirmed,0,legit,e5ef54d3-6c8e-44e8-a495-9a1d467b4056,45aa3fe4e1fcd167,247.63.36.45,45838,0,Windows,Chrome,330,0,E003003,0,0,0,0,0.0,0.0,1,0,agent,2353,0.26,0.0174,active,1,0,legit,SG,686,verified,50000,active,airnova.sg
B003004,2025-06-08 15:44:00,A0160,U00563,hotel,domestic,IN,IN,10,223.19,3,credit_line,confirmed,0,legit,2df9d8f3-04b9-4521-8013-5462320f45f2,6d53221a392b0682,183.56.78.23,43667,0,macOS,Chrome,515,0,E003004,0,0,0,0,0.0,0.0,3,0,admin,1985,11.54,0.1165,active,1,0,legit,UK,1840,failed,5000,active,wingcraft.uk
B003005,2025-08-05 17:33:00,A0145,U00687,hotel,domestic,IN,IN,5,92.84,1,credit_line,confirmed,0,legit,f56afd74-9525-41b1-b1c6-c520fbcc38ae,2d58b7bb289b311f,251.173.130.201,5898,0,Android,Edge,182,0,E003005,0,0,0,0,0.0,0.0,1,0,finance,1023,2.73,0.0274,active,1,0,legit,IN,1021,verified,50000,active,travelprime.com
B003006,2025-02-17 11:42:00,A0106,U00587,hotel,domestic,US,US,5,207.79,4,credit_line,confirmed,0,legit,1dfc1599-7ce5-415c-93d5-4f057a4834c2,94013b226f081804,147.145.124.48,61881,0,Windows,Chrome,738,0,E003006,0,0,0,0,0.0,0.0,4,2,agent,645,9.72,0.0202,active,0,0,legit,IN,1559,verified,5000,active,flybright.ae
B003007,2025-10-27 04:02:00,A0092,U00320,hotel,international,IN,US,36,2011.35,3,credit_line,confirmed,0,legit,b235b8c0-23e6-4efe-b1bf-718806f6034f,7d2d58a3ab0dc530,217.162.50.129,54954,0,Windows,Safari,539,0,E003007,0,0,0,0,0.0,0.0,3,1,agent,1053,12.93,0.0702,active,1,0,legit,UK,2567,verified,50000,active,routemaster.co
B003008,2025-02-06 06:43:00,A0092,U00528,hotel,domestic,IN,IN,3,147.91,10,credit_line,pending,1,new user with risky infra + abnormal velocity,75d4216c-f725-4c34-9f28-685ab4c32ab4,2f6d7e5b27421fbb,89.85.97.158,33584,1,Windows,Chrome,47,0,E003008,0,0,0,0,0.0,0.0,10,5,agent,37,23.01,0.0902,active,0,1,new_synthetic_user,UK,2567,verified,50000,active,routemaster.co
B003009,2025-09-09 21:10:00,A0033,U00315,hotel,domestic,IN,IN,12,176.16,2,card,confirmed,0,legit,6cd96aba-f927-41b0-81a4-5638f76062c4,221af74ceee45242,1.44.109.175,23302,0,Android,Chrome,110,0,E003009,0,0,0,0,0.0,0.0,2,0,agent,180,8.98,0.0405,active,1,0,legit,IN,2765,verified,100000,active,airventure.com
B003010,2025-08-11 18:02:00,A0032,U00113,flight,domestic,IN,IN,11,216.81,4,card,confirmed,0,legit,b98c0aeb-2538-498f-852e-2426e4982b61,5249e3c29785cf6a,43.65.39.142,85257,0,Android,Chrome,227,0,E003010,0,0,0,0,0.0,0.0,4,1,agent,1134,3.08,0.0135,active,1,0,legit,IN,669,verified,25000,active,aerolink.uk
B003011,2025-04-07 06:21:00,A0182,U00621,package,domestic,IN,IN,2,70.13,1,credit_line,confirmed,0,legit,1465cced-d638-4b8e-9bd4-1c8b025ed67f,712e499bcf0c5724,191.27.4.181,49256,0,macOS,Chrome,73,0,E003011,1,0,0,0,0.0,0.0,1,0,agent,233,1.19,0.0258,active,1,0,legit,IN,733,verified,200000,active,flynext.sg
B003012,2025-02-06 10:54:00,A0165,U00727,flight,domestic,IN,IN,15,179.82,1,card,confirmed,0,legit,0267027c-713c-4dfe-a5e0-f6fe8a1975db,6a48a2c03dbd9ca6,192.133.188.185,53822,0,iOS,Chrome,310,0,E003012,0,0,0,0,0.0,0.0,1,1,agent,1171,2.13,0.1282,active,1,0,legit,IN,146,verified,5000,active,transwings.com
B003013,2025-07-18 16:22:00,A0146,U00197,flight,domestic,AE,AE,7,240.32,2,credit_line,failed,0,legit,8cd606b1-7acd-4db2-9a3c-9dfc0ba734c4,236d745e23e8fc06,97.223.72.223,82181,0,Windows,Chrome,229,0,E003013,0,0,0,0,0.0,0.0,2,1,admin,755,7.13,0.0018,active,1,0,legit,IN,2961,verified,200000,active,flybright.ae
B003014,2025-06-03 08:51:00,A0196,U00209,flight,international,AE,US,21,1436.41,9,card,confirmed,0,legit,304d9221-b6f3-4ece-859a-f7b0b14c7cb6,db7657cf148b6b0a,92.95.209.245,75452,0,Windows,Chrome,264,0,E003014,0,0,0,0,0.0,0.0,9,0,agent,1875,10.79,0.0197,active,1,0,legit,IN,1803,verified,10000,active,jetforce.co
B003015,2025-12-14 20:49:00,A0116,U00539,package,domestic,UK,UK,3,421.32,1,credit_line,confirmed,0,legit,959cd0a9-3a65-455e-bf87-d1b966e96fe2,c4a296a758cff510,193.89.159.175,8879,0,macOS,Chrome,1923,0,E003015,1,1,0,0,0.0,0.0,1,0,agent,250,6.16,0.155,active,1,0,legit,US,1936,verified,25000,active,jetforce.co
B003016,2025-03-16 23:20:00,A0074,U00090,package,international,US,IN,68,2137.3,1,card,confirmed,0,legit,5762ea00-6b56-4604-9dbd-cc7b5d07aefb,27b64a8f16ce9464,170.160.174.132,18612,0,iOS,Chrome,785,0,E003016,0,0,0,0,0.0,0.0,1,1,agent,235,13.09,0.0068,active,1,0,legit,UK,220,pending,50000,active,flyscope.ae
B003017,2025-03-13 03:58:00,A0040,U00661,hotel,domestic,SG,SG,6,159.74,1,credit_line,confirmed,0,legit,297787f7-d540-423e-b4d5-397a62dc702b,56225b2be020b0ef,61.170.195.66,50240,0,Android,Safari,586,0,E003017,1,0,0,0,0.0,0.0,1,0,agent,537,0.0,0.0297,active,1,0,legit,IN,2115,verified,25000,active,wingcraft.uk
B003018,2025-12-29 18:59:00,A0170,U00281,hotel,international,IN,TH,16,1263.52,3,bank,confirmed,0,legit,47019e3b-21ba-407c-8cca-110502056923,c6b2e7fc3f7bdbb3,217.116.200.189,2747,0,Windows,Firefox,479,0,E003018,0,0,0,0,0.0,0.0,3,0,agent,1502,4.29,0.0153,active,1,0,legit,AE,1042,pending,10000,active,bookmyflight.in
B003019,2025-10-27 03:14:00,A0020,U00742,flight,domestic,IN,IN,13,242.96,4,card,confirmed,0,legit,0e95522b-f7c3-4eeb-9cc6-ead2cd5aca83,b8d910bb9e4297d4,123.150.199.224,80297,0,Android,Chrome,422,0,E003019,0,0,0,0,0.0,0.0,4,0,finance,669,3.88,0.0093,active,1,0,legit,IN,190,pending,100000,active,horizonair.co
B003020,2025-01-05 01:13:00,A0038,U00767,package,domestic,UK,UK,13,46.37,4,credit_line,confirmed,0,legit,5f3f1742-3eb8-44af-9e94-0e6bbc8d4acc,8ff32aa0f11c4d34,20.215.197.240,62065,0,macOS,Chrome,570,0,E003020,0,0,0,0,0.0,0.0,4,1,agent,2443,2.7,0.049,active,1,0,legit,IN,2827,verified,5000,active,travelmax.com
B003021,2025-10-17 07:22:00,A0094,U00711,hotel,international,SG,FR,8,477.88,1,credit_line,confirmed,0,legit,3d26bbbf-885b-40aa-9eac-e31cfcc8c2c4,a2dc2c9a77f965fa,127.128.27.165,88672,0,iOS,Chrome,523,0,E003021,0,0,0,0,0.0,0.0,1,0,agent,1904,9.99,0.0142,active,1,0,legit,AE,814,verified,25000,active,wingspan.sg
B003022,2025-06-22 06:13:00,A0061,U00555,package,domestic,IN,IN,14,195.59,4,credit_line,confirmed,0,legit,ef973767-d9d0-4a9d-9ad9-e8db60e6ebef,1b72ed7064310496,147.216.20.92,36540,0,Android,Chrome,132,0,E003022,0,0,0,0,0.0,0.0,4,0,agent,1115,6.0,0.0159,active,1,0,legit,IN,1099,verified,5000,active,quicktrips.com
B003023,2025-03-10 23:41:00,A0082,U00607,flight,international,IN,IN,0,25000.0,1,credit_line,confirmed,1,credit bustout: high value international + high loss,2d3c8550-677f-4b2b-bdcf-4f303d1981ad,3ddbdb25ceb330e5,218.236.17.233,5034,0,iOS,Chrome,40,0,E003023,0,0,0,0,0.0,0.0,1,1,agent,2138,10.24,0.0451,active,0,1,credit_bustout_user,SG,1788,verified,5000,active,globeways.in
B003024,2025-10-18 07:28:00,A0117,U00646,flight,domestic,UK,UK,10,178.79,9,credit_line,confirmed,0,legit,9277a171-7234-4e34-9129-babb30a8277a,838eb0c24667081f,23.144.242.238,75366,0,macOS,Chrome,380,0,E003024,0,0,0,0,0.0,0.0,9,1,agent,1705,4.83,0.0632,active,1,0,legit,UK,2548,verified,5000,active,airnova.sg
